,text,user_id,score,hostel,location,link
6622,"good hostel. Although the internet is pricey, and it is often taking over by big groups of teenagers from Italy or Germany... in London to ""learn English"".
It is fairly loud, b/c the doors slam and are heavy so it makes a lot of noise.",2003164,8.3,Globetrotter Inn London,"London, England",http://www.hostelworld.com/hosteldetails.php/Globetrotter-Inn-London/London/8530
6623,Cockroach in room. Very small room for the number of people. Bad breakfast. Bad hostel. Only the location is good.,2003164,5.3,The Royal Bayswater Hostel,"London, England",http://www.hostelworld.com/hosteldetails.php/The-Royal-Bayswater-Hostel/London/13682
6624,This place is great. One bathroom is not enough.,2003164,10.0,Yoga Happy Hostel,"Budapest, Hungary",http://www.hostelworld.com/hosteldetails.php/Yoga-Happy-Hostel/Budapest/5289
6625,"Lovely staff, very friendly and welcoming.",2028943,9.7,Hotel Savoia,"Sorrento, Italy",http://www.hostelworld.com/hosteldetails.php/Hotel-Savoia/Sorrento/2961
6626,"Great hotel with wonderful staff. Highly recommended, great location, nice breakfast and very clean rooms.",2028943,10.0,Hotel Lombardi,"Florence, Italy",http://www.hostelworld.com/hosteldetails.php/Hotel-Lombardi/Florence/26098
6627,No customer comment,2028943,7.7,Hotel Demo,"Milan, Italy",http://www.hostelworld.com/hosteldetails.php/Hotel-Demo/Milan/2038
6628,No customer comment,2028943,9.0,Alloggi Agli Artisti,"Venice, Italy",http://www.hostelworld.com/hosteldetails.php/Alloggi-Agli-Artisti/Venice/8065
6629,"Very old and run down looking. Everything else gets wet when using the shower as there is no stall or curtain. It also took forever for the hot water to come thru. There was a lot of noise at the hotel from people running around and talking noisly, more like a hostel than a hotel. Definitly not recommend for the older guest.",2028943,5.7,Hotel Luciani,"Rome, Italy",http://www.hostelworld.com/hosteldetails.php/Hotel-Luciani/Rome/2720
6630,Amazing little hotel right near the train station. There should be a little icon which lets you give staff an even higher rating. They are exceptional.,2028943,10.0,Hotel Lombardi,"Florence, Italy",http://www.hostelworld.com/hosteldetails.php/Hotel-Lombardi/Florence/26098
6631,Hotel is in great location right near train station so much better than carting bags through Venice. Very friendly receptionist.,2028943,8.7,Alloggi Agli Artisti,"Venice, Italy",http://www.hostelworld.com/hosteldetails.php/Alloggi-Agli-Artisti/Venice/8065
6632,Very nosiy room next to the stairs.,2028943,7.3,Hotel Demo,"Milan, Italy",http://www.hostelworld.com/hosteldetails.php/Hotel-Demo/Milan/2038
6633,Lovely reception staff. Went out of their way to be helpful. 2 very pleasant stays.,2028943,8.7,Kyriad Italie Gobelins,"Paris, France",http://www.hostelworld.com/hosteldetails.php/Kyriad-Italie-Gobelins/Paris/3213
6634,Good breakfast and nice and near the train station. ,2028943,7.7,Hotel Italia,"Munich, Germany",http://www.hostelworld.com/hosteldetails.php/Hotel-Italia/Munich/1781
6635,The place is exceptionally clean! The shared bathroom facilities are kept very clean. Breakfast is also very good. ,2028943,7.7,AWA Innbrucke Hotel,"Innsbruck, Austria",http://www.hostelworld.com/hosteldetails.php/AWA-Innbrucke-Hotel/Innsbruck/32281
6636,The older receptionist guy was lovely. Nice room which was very clean. Also a very good breakfast. ,2028943,8.7,Hotel Minerva,"Siena, Italy",http://www.hostelworld.com/hosteldetails.php/Hotel-Minerva/Siena/9781
6637,Great little hotel and so close to the train station. Room was very clean and the receptionist was very friendly. Also a good breakfast provided.,2028943,10.0,Hotel Lombardi,"Florence, Italy",http://www.hostelworld.com/hosteldetails.php/Hotel-Lombardi/Florence/26098
6638,Lovely big room. Location is right in the heart of Bologna. ,2028943,8.7,Residenza Due Torri,"Bologna, Italy",http://www.hostelworld.com/hosteldetails.php/Residenza-Due-Torri/Bologna/2926
6639,Hotel is easy to find and right in centre of Old town. Nice clean room.,2028943,7.7,Hotel Falken,"Lucerne, Switzerland",http://www.hostelworld.com/hosteldetails.php/Hotel-Falken/Lucerne/11036
6640,Great Hotel. I just keep going back,2028943,10.0,Hotel Vienna,"Milan, Italy",http://www.hostelworld.com/hosteldetails.php/Hotel-Vienna/Milan/13946
6641,Very helpful staff!!,2028943,9.7,Kyriad Italie Gobelins,"Paris, France",http://www.hostelworld.com/hosteldetails.php/Kyriad-Italie-Gobelins/Paris/3213
6642,Bathroom in need of an overhaul butgenerally a good place to stay in an expensive town. ,2028943,7.7,YHA Queenstown Central,"Queenstown, New Zealand",http://www.hostelworld.com/hosteldetails.php/YHA-Queenstown-Central/Queenstown/13048
6643,"Bit cold but otherwise notable for exceptional cleanliness and lovely bunk beds, apparrently from Melbourne commonwealth games. ",2028943,9.3,Jailhouse Accommodation Christchurch,"Christchurch, New Zealand",http://www.hostelworld.com/hosteldetails.php/Jailhouse-Accommodation-Christchurch/Christchurch/17155
6644,Brilliant. I've stayed in loads of hostels and this is up with the best in the world. Staff were lovely. ,2028943,10.0,Global Village Travellers Lodge,"Greymouth, New Zealand",http://www.hostelworld.com/hosteldetails.php/Global-Village-Travellers-Lodge/Greymouth/25994
6645,Would have liked to know about the deposit in advance. a lot of money for a little bit of plastic. Not impressed about having to pay for a card to use internet either. I have stayed in a lot of hostels and this one is very average. Cleaning very superficial.   ,2028943,6.0,Base Christchurch,"Christchurch, New Zealand",http://www.hostelworld.com/hosteldetails.php/Base-Christchurch/Christchurch/1998
6646,They forgot to clean the room when I arrived. They did offer to change me but I couldn't be bothered. ,2028943,6.7,Hotel Lugano,"Milan, Italy",http://www.hostelworld.com/hosteldetails.php/Hotel-Lugano/Milan/16479
6647,The bathroom to guests ratio is not good. ,2028943,6.0,Bus Station Backpackers Edinburgh Hostel,"Edinburgh, Scotland",http://www.hostelworld.com/hosteldetails.php/Bus-Station-Backpackers-Edinburgh-Hostel/Edinburgh/20749
6648,The inability to leave luggage after have checked out but still in Brussels on day leaving sucks. ,2028943,7.3,Sleep Well Youth Hostel,"Brussels, Belgium",http://www.hostelworld.com/hosteldetails.php/Sleep-Well-Youth-Hostel/Brussels/621
6649,"Great Breakfasts, Never stop doing them. 

Great helpfull staff too. ",2028943,9.3,YHA Manchester,"Manchester, England",http://www.hostelworld.com/hosteldetails.php/YHA-Manchester/Manchester/5879
6650,No customer comment,2028943,7.7,Hotel Vienna,"Milan, Italy",http://www.hostelworld.com/hosteldetails.php/Hotel-Vienna/Milan/13946
6651,Window was broken in bathroom taped up but looked rather dodgy. ,2028943,6.7,Hotel Brasil,"Milan, Italy",http://www.hostelworld.com/hosteldetails.php/Hotel-Brasil/Milan/15667
6652,they stuffed booking up. Wrote us down for 2 days instead of 3. Luckily they had room for us. ,2028943,6.0,Hostal Barcelona,"Barcelona, Spain",http://www.hostelworld.com/hosteldetails.php/Hostal-Barcelona/Barcelona/18195
6653,Bathrooms not desirable,2028943,5.0,Living Mad Hostel,"Madrid, Spain",http://www.hostelworld.com/hosteldetails.php/Living-Mad-Hostel/Madrid/13326
6654,The showers sucked! No water pressure whatsoever!,2028943,5.3,Abbey Court,"Dublin, Ireland",http://www.hostelworld.com/hosteldetails.php/Abbey-Court/Dublin/100
6655,Very weird bedding arrangement,2028943,7.0,YHA Bristol,"Bristol, England",http://www.hostelworld.com/hosteldetails.php/YHA-Bristol/Bristol/6970
6656,Too far away if dont have own transport! not enough shuttles there and back and not big enough people always getting left behind!,2028943,4.7,The Globetrotter Inn Edinburgh,"Edinburgh, Scotland",http://www.hostelworld.com/hosteldetails.php/The-Globetrotter-Inn-Edinburgh/Edinburgh/4531
6657,Need to sort out booking problems,2028943,7.7,Globetrotter Inn London,"London, England",http://www.hostelworld.com/hosteldetails.php/Globetrotter-Inn-London/London/8530
6658,Needs better maintainance,2028943,6.0,Budget Backpackers,"Edinburgh, Scotland",http://www.hostelworld.com/hosteldetails.php/Budget-Backpackers/Edinburgh/1759
6659,"good if you just want/need your own place to stay vs a hostel. This is a single room. Breakfast is eggs, oatmeal, cereal, toast, and coffee/juice/milk in a cafeteria setting. pretty cheap for your own room, would definitely come back if i needed a place to stay in boston. The heat was on a little high and thus dry in the rooms. Staff is very helpful especially the lady who works there in the mornings. There are long term residents and who also live there. ",3829823,8.0,40 Berkeley Hostel,"Boston, USA",http://www.hostelworld.com/hosteldetails.php/40-Berkeley-Hostel/Boston/7191
6660,"horrible staff, some drunk guy came in our room at 4 in the morning, people were drunk and loud till 6 with no staff interven tion. good ho t showers but rude staff. had towait an hour to check in  ridiculous",3829823,5.3,Living Cat's Hostel,"Madrid, Spain",http://www.hostelworld.com/hosteldetails.php/Living-Cat-s-Hostel/Madrid/6657
6661,"lovely staff, small room.",3350914,6.3,Caulaincourt Montmartre Hostel,"Paris, France",http://www.hostelworld.com/hosteldetails.php/Caulaincourt-Montmartre-Hostel/Paris/2193
6662,Jason and Erica are very welcoming and helpful with information of the city. the rooms are clean and tidy and the lounge room is full of character. i'll definently be back.,3350914,10.0,Paddy's Palace Hostel Derry,"Derry, Northern Ireland",http://www.hostelworld.com/hosteldetails.php/Paddy-s-Palace-Hostel-Derry/Derry/5568
6663,"Nice, close to train station.  Beds are a bit rough.",3222297,9.4,Freedom Traveller,"Rome, Italy",http://www.hostelworld.com/hosteldetails.php/Freedom-Traveller/Rome/761
6664,The hostel is unable to accept credit card payment ;also attitude of some staff unhelpful .,1228677,5.3,Gosciniec,"Warsaw, Poland",http://www.hostelworld.com/hosteldetails.php/Gosciniec/Warsaw/1398
6665,No customer comment,2487946,7.7,HI Monterey,"Monterey, USA",http://www.hostelworld.com/hosteldetails.php/HI-Monterey/Monterey/13005
6666,No customer comment,2487946,8.3,Posada San Francisco,"San Juan, Puerto Rico",http://www.hostelworld.com/hosteldetails.php/Posada-San-Francisco/San-Juan/46261
6667,No customer comment,2487946,5.1,Vanderbilt YMCA,"New York, USA",http://www.hostelworld.com/hosteldetails.php/Vanderbilt-YMCA/New-York/815
6668,"I would say this is the best hostel place I have been to, definitely recommended.",4222459,9.3,PLUS Camping Roma,"Rome, Italy",http://www.hostelworld.com/hosteldetails.php/PLUS-Camping-Roma/Rome/6268
6669,No customer comment,4710210,8.9,HI Hostel Bruegel Brussels,"Brussels, Belgium",http://www.hostelworld.com/hosteldetails.php/HI-Hostel-Bruegel-Brussels/Brussels/78149
6670,No customer comment,4710210,7.1,Hostel de Passage,"Bruges, Belgium",http://www.hostelworld.com/hosteldetails.php/Hostel-de-Passage/Bruges/17354
6671,No customer comment,4265267,2.0,Ideal Youth Hostel,"Barcelona, Spain",http://www.hostelworld.com/hosteldetails.php/Ideal-Youth-Hostel/Barcelona/1435
6672,Top class place. Friedrich was extremely welcoming. Hostel is immaculate and has all the facilities that one could ask for. Best bakery in Rome is around the corner. Will definitely go back.,4679727,9.4,1 Step from St Peter,"Rome, Italy",http://www.hostelworld.com/hosteldetails.php/1-Step-from-St-Peter/Rome/5594
6673,"Perfect Location. Near Day Spots... and Night Stops! :) 
Couldnt ask for more... Highly recomended.",4138897,9.7,Hostel Oki Doki,"Warsaw, Poland",http://www.hostelworld.com/hosteldetails.php/Hostel-Oki-Doki/Warsaw/5989
6674,Amazing hostel. The staff are really friendly and always willling to help. Worth a stop.,1303800,9.7,Chengdu Mix Hostel Backpackers,"Chengdu, China",http://www.hostelworld.com/hosteldetails.php/Chengdu-Mix-Hostel-Backpackers/Chengdu/11625
6675,Though this hostel is kindof tightly packed and a little messy what you lose in these areas you gain in the fun and community you willl have. I would DEFINATELY reccomend it. Kumar rocks!,3451070,8.3,Freestyle Hostel,"Rome, Italy",http://www.hostelworld.com/hosteldetails.php/Freestyle-Hostel/Rome/1670
6676,"Staff were very helpful, giving us information on where to go as soon as we got there. breakfast was larger than standard italian breakfast but may be considered small by some. we found it to be sufficient. evreything wasa within walking distance and the area was very relaxing. Bathroom was very good. The only issue was with trying to lock our door. It alwaysw took a few goes to actually lock it.",4813401,7.7,B&B Arcobaleno,"Pisa, Italy",http://www.hostelworld.com/hosteldetails.php/B-and-B-Arcobaleno/Pisa/15655
